abilities;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;defense;hp;name;pokedex_number;sp_attack;sp_defense;speed;type1;type2;generation;is_legendary;developers_favourite;design_date;shiny_rate;catch_routes
['Natural Cure', 'Frisk', 'Harvest'];1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;110;76;85;Trevenant;7 9;65;82;56;ghost;grass;6;0;false;1990- 9-18;1.5; 5 10 2 22
['Pickup', 'Frisk', 'Insomnia'];1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;66;70;59;Pumpkaboo;710;44;55;41;ghost;grass;6;0;false;1995- 2-10;1.5; 9  6 2 22
['Pickup', 'Frisk', 'Insomnia'];1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;100;122;85;Gourgeist;711;58;75;54;ghost;grass;6;0;false;1990- 6-18;1.5; 7 31 2 22
['Own Tempo', 'Ice Body', 'Sturdy'];1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;69;85;55;Bergmite;712;32;35;28;ice;;6;0;true;1992- 7-10;1.5; 3 18 2 22
['Own Tempo', 'Ice Body', 'Sturdy'];1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;117;184;95;Avalugg;713;44;46;28;ice;;6;0;true;1993- 6-19;1.5; 3 16 2 22
['Frisk', 'Infiltrator', 'Telepathy'];0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;30;35;40;Noibat;714;45;40;55;flying;dragon;6;0;false;1992- 6-12;0.5; 9 22 2 22
['Frisk', 'Infiltrator', 'Telepathy'];0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;70;80;85;Noivern;715;97;80;123;flying;dragon;6;0;true;1991- 8-29;0.5;12 28 2 22
['Fairy Aura'];0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;131;95;126;Xerneas;716;131;98;99;fairy;;6;1;true;1991- 3-29;0.5; 7 28 2 22
['Dark Aura'];1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;131;95;126;Yveltal;717;131;98;99;dark;flying;6;1;true;1995- 7- 9;1.5; 9 13 2 22
['Aura Break', 'Power Construct'];1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;100;121;216;Zygarde;718;91;95;85;dragon;ground;6;1;true;1991- 2-26;1.5; 3 11 2 23
['Clear Body'];0.5;0.5;0;1;1;1;0.5;0.5;1;2;2;1;0.5;1;1;1;4;2;100;150;50;Diancie;719;100;150;50;rock;fairy;6;1;true;1994-10-15;0.5;10 23 2 22
['Magician'];1;4;1;1;1;0;1;1;4;1;1;1;0;0.5;0.5;1;1;1;160;60;80;Hoopa;720;170;130;80;psychic;ghost;6;1;true;1992- 5-25;1.5; 4 26 2 22
['Water Absorb'];0.5;1;1;2;0.5;1;0.25;1;1;1;2;0.25;1;1;1;2;0.25;1;110;120;80;Volcanion;721;130;90;70;fire;water;6;1;false;1994- 1-15;0.5; 6 16 2 22
['Overgrow', 'Long Reach'];1;1;1;1;1;0.5;2;2;1;0.25;0;4;1;2;1;2;1;0.5;55;55;68;Rowlet;722;50;50;42;grass;flying;7;0;true;1993-12-15;1.5;12 15 2 22
['Overgrow', 'Long Reach'];1;1;1;1;1;0.5;2;2;1;0.25;0;4;1;2;1;2;1;0.5;75;75;78;Dartrix;723;70;70;52;grass;flying;7;0;false;1994- 7-12;1.5; 7 22 2 22
['Overgrow', 'Long Reach'];1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;1 7;75;78;Decidueye;724;100;100;70;grass;ghost;7;0;false;1991- 4-18;1.5; 5 19 2 22
['Blaze', 'Intimidate'];0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;65;40;45;Litten;725;60;40;70;fire;;7;0;true;1995- 7-24;0.5; 5 19 2 22
['Blaze', 'Intimidate'];0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;85;50;65;Torracat;726;80;50;90;fire;;7;0;true;1994- 7-30;0.5; 5  2 2 22
['Blaze', 'Intimidate'];1;0.5;1;1;1;2;0.5;1;0.5;0.5;2;0.5;1;1;0;2;0.5;2;115;90;95;Incineroar;727;80;90;60;fire;dark;7;0;false;1991- 4- 1;1.5; 7 26 2 22
['Torrent', 'Liquid Voice'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;54;54;50;Popplio;728;66;56;40;water;;7;0;false;1992- 1-30;1.5;12 18 2 22
['Torrent', 'Liquid Voice'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;69;69;60;Brionne;729;91;81;50;water;;7;0;false;1995-12-23;1.5; 5 12 2 22
['Torrent', 'Liquid Voice'];0.5;0.5;0;2;1;0.5;0.5;1;1;2;1;0.5;1;2;1;1;1;0.5;74;74;80;Primarina;730;126;116;60;water;fairy;7;0;false;1993- 4-18;0.5; 6 25 2 22
['Keen Eye', 'Skill Link', 'Pickup'];0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;75;30;35;Pikipek;731;30;30;65;normal;flying;7;0;true;1993- 4-30;0.5; 1 17 2 23
['Keen Eye', 'Skill Link', 'Pickup'];0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;85;50;55;Trumbeak;732;40;50;75;normal;flying;7;0;true;1990- 7-12;0.5; 5  4 2 22
['Keen Eye', 'Skill Link', 'Sheer Force'];0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;120;75;80;Toucannon;733;75;75;60;normal;flying;7;0;false;1990- 8-29;0.5;12 20 2 22
['Stakeout', 'Strong Jaw', 'Adaptability'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;70;30;48;Yungoos;734;30;30;45;normal;;7;0;true;1994- 7-17;1.5;11 30 2 22
['Stakeout', 'Strong Jaw', 'Adaptability'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;110;60;88;Gumshoos;735;55;60;45;normal;;7;0;false;1994-10-15;1.5;11 19 2 22
['Swarm'];1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;62;45;47;Grubbin;736;55;45;46;bug;;7;0;true;1992- 7-12;1.5; 1 28 2 23
['Battery'];1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;82;95;57;Charjabug;737;55;75;36;bug;electric;7;0;true;1995-11-17;1.5;12 21 2 22
['Levitate'];1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;70;90;77;Vikavolt;738;145;75;43;bug;electric;7;0;true;1991-10- 7;1.5; 2 27 2 23
['Hyper Cutter', 'Iron Fist', 'Anger Point'];0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;82;57;47;Crabrawler;739;42;47;63;fighting;;7;0;false;1994- 8-10;0.5; 8 11 2 22
['Hyper Cutter', 'Iron Fist', 'Anger Point'];0.5;0.5;1;1;2;2;2;2;1;1;1;0.5;1;1;2;1;2;1;132;77;97;Crabominable;740;62;67;43;fighting;ice;7;0;false;1990- 8- 3;0.5; 7 31 2 22
['Dancer'];0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2;70;70;75;Oricorio;741;98;70;93;fire;flying;7;0;false;1995- 3- 6;0.25;10 16 2 22
['Honey Gather', 'Shield Dust', 'Sweet Veil'];0.5;0.5;0;1;1;0.25;2;2;1;0.5;0.5;1;1;2;1;2;2;1;45;40;40;Cutiefly;742;55;40;84;bug;fairy;7;0;false;1992- 5-15;0.5;10 17 2 22
['Honey Gather', 'Shield Dust', 'Sweet Veil'];0.5;0.5;0;1;1;0.25;2;2;1;0.5;0.5;1;1;2;1;2;2;1;55;60;60;Ribombee;743;95;70;124;bug;fairy;7;0;false;1991- 3-30;0.5; 4 19 2 22
['Keen Eye', 'Vital Spirit', 'Steadfast'];1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;65;40;45;Rockruff;744;30;40;60;rock;;7;0;false;1993-11-11;1.5; 7 14 2 22
['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard'];1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;115;75;85;Lycanroc;745;55;75;82;rock;;7;0;false;1994- 4- 6;1.5; 7 10 2 22
['Schooling'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;140;130;45;Wishiwashi;746;140;135;30;water;;7;0;false;1990-10-15;1.5;12  3 2 22
['Merciless', 'Limber', 'Regenerator'];0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5;53;62;50;Mareanie;747;43;52;45;poison;water;7;0;true;1992-11-15;0.5; 5 21 2 22
['Merciless', 'Limber', 'Regenerator'];0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5;63;152;50;Toxapex;748;53;142;35;poison;water;7;0;false;1990- 5- 5;0.5; 4  1 2 22
['Own Tempo', 'Stamina', 'Inner Focus'];1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;100;70;70;Mudbray;749;45;55;45;ground;;7;0;true;1994- 2-24;1.5;10 13 2 22
['Own Tempo', 'Stamina', 'Inner Focus'];1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;125;100;100;Mudsdale;750;55;85;35;ground;;7;0;false;1991- 1-22;1.5; 6  8 2 22
['Water Bubble', 'Water Absorb'];1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5;40;52;38;Dewpider;751;40;72;27;water;bug;7;0;true;1993- 8-16;1.5;12 30 2 22
['Water Bubble', 'Water Absorb'];1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5;70;92;68;Araquanid;752;50;132;42;water;bug;7;0;false;1991-11-26;1.5; 8 18 2 22
['Leaf Guard', 'Contrary'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;55;35;40;Fomantis;753;50;35;35;grass;;7;0;false;1991- 5- 5;2.5; 4 24 2 22
['Leaf Guard', 'Contrary'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;1 5;90;70;Lurantis;754;80;90;45;grass;;7;0;true;1991- 5- 3;2.5;10 19 2 22
['Illuminate', 'Effect Spore', 'Rain Dish'];1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;35;55;40;Morelull;755;65;75;15;grass;fairy;7;0;true;1992-11-14;1.5; 8  7 2 22
['Illuminate', 'Effect Spore', 'Rain Dish'];1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;45;80;60;Shiinotic;756;90;100;30;grass;fairy;7;0;true;1992- 5- 8;1.5; 9  4 2 22
['Corrosion', 'Oblivious'];0.25;1;1;1;0.25;0.5;0.5;1;1;0.25;4;0.5;1;0.5;2;2;0.5;2;44;40;48;Salandit;757;71;40;77;poison;fire;7;0;true;1992- 6- 7;0.25; 9 21 2 22
['Corrosion', 'Oblivious'];0.25;1;1;1;0.25;0.5;0.5;1;1;0.25;4;0.5;1;0.5;2;2;0.5;2;64;60;68;Salazzle;758;111;60;117;poison;fire;7;0;true;1996- 3- 5;0.25; 5  7 2 22
['Fluffy', 'Klutz', 'Cute Charm'];0.5;0.5;1;1;2;2;1;2;0;1;1;1;1;1;2;0.5;1;1;75;50;70;Stufful;759;45;50;50;normal;fighting;7;0;false;1991-12-13;0.5; 2 26 2 23
['Fluffy', 'Klutz', 'Unnerve'];0.5;0.5;1;1;2;2;1;2;0;1;1;1;1;1;2;0.5;1;1;125;80;120;Bewear;760;55;60;60;normal;fighting;7;0;false;1995- 1- 7;0.5; 6 13 2 22
['Leaf Guard', 'Oblivious', 'Sweet Veil'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;30;38;42;Bounsweet;761;30;38;32;grass;;7;0;true;1994- 6-14;2.5;12 14 2 22
['Leaf Guard', 'Oblivious', 'Sweet Veil'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;40;48;52;Steenee;762;40;48;62;grass;;7;0;false;1993- 3-30;2.5; 3  5 2 23
['Leaf Guard', 'Queenly Majesty', 'Sweet Veil'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;120;98;72;Tsareena;763;50;98;72;grass;;7;0;true;1990- 8-13;2.5;12 31 2 22
['Flower Veil', 'Triage', 'Natural Cure'];0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;52;90;51;Comfey;764;82;110;100;fairy;;7;0;true;1991- 2- 7;0.5;11  9 2 22
['Inner Focus', 'Telepathy', 'Symbiosis'];2;2;1;1;1;1;1;1;0;1;1;1;1;1;0.5;1;1;1;60;80;90;Oranguru;765;90;110;60;normal;psychic;7;0;false;1996- 1-29;2.5;12 29 2 22
['Receiver', 'Defiant'];0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;120;90;100;Passimian;766;40;60;80;fighting;;7;0;false;1995- 8-16;0.5;10  6 2 22
['Wimp Out'];1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5;35;40;25;Wimpod;767;20;30;80;bug;water;7;0;true;1990-12-24;1.5; 3  1 2 23
['Emergency Exit'];1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5;125;140;75;Golisopod;768;60;90;40;bug;water;7;0;true;1991-10-10;1.5; 8  7 2 22
['Water Compaction', 'Sand Veil'];0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2;55;80;55;Sandygast;769;70;45;15;ghost;ground;7;0;true;1991- 5- 1;0.5; 9  8 2 22
['Water Compaction', 'Sand Veil'];0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2;75;110;85;Palossand;770;100;75;35;ghost;ground;7;0;false;1993- 1- 6;0.5; 4 15 2 22
['Innards Out', 'Unaware'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;60;130;55;Pyukumuku;771;30;130;5;water;;7;0;true;1991-12-28;1.5; 8 18 2 22
['Battle Armor'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;95;95;95;Type: Null;772;95;95;59;normal;;7;0;true;1995- 3-15;1.5; 5 25 2 22
['RKS System'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;95;95;95;Silvally;773;95;95;95;normal;;7;0;true;1994- 7- 2;1.5; 4  8 2 22
['Shields Down'];0.5;1;1;2;1;1;0.5;0.5;1;1;0;2;0.5;0.5;1;2;2;2;100;60;60;Minior;774;100;60;120;rock;flying;7;0;true;1994- 1-19;0.5; 4 29 2 22
['Comatose'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;115;65;65;Komala;775;75;95;65;normal;;7;0;true;1991- 8- 6;1.5; 1  3 2 23
['Shell Armor'];0.5;1;2;0.5;1;1;0.25;1;1;0.25;2;1;1;1;1;2;0.5;1;78;135;60;Turtonator;776;91;85;36;fire;dragon;7;0;false;1994- 4-27;0.5;10 17 2 22
['Iron Barbs', 'Lightningrod', 'Sturdy'];0.5;1;0.5;0.5;0.5;2;2;0.25;1;0.5;4;0.5;0.5;0;0.5;0.5;0.25;1;98;63;65;Togedemaru;777;40;73;96;electric;steel;7;0;true;1994-12-17;0.5; 7  2 2 22
['Disguise'];0.25;1;0;1;1;0;1;1;2;1;1;1;0;1;1;1;2;1;90;80;55;Mimikyu;778;50;1 5;96;ghost;fairy;7;0;true;1992-12-27;0.25; 5 11 2 22
['Dazzling', 'Strong Jaw', 'Wonder Skin '];2;2;1;2;1;0.5;0.5;1;2;2;1;0.5;1;1;0.5;1;0.5;0.5;1 5;70;68;Bruxish;779;70;70;92;water;psychic;7;0;false;1993- 9- 6;2.5; 9  5 2 22
['Berserk', 'Sap Sipper', 'Cloud Nine'];1;1;2;0.5;2;2;0.5;1;0;0.5;1;2;1;1;1;1;1;0.5;60;85;78;Drampa;780;135;91;36;normal;dragon;7;0;false;1990- 6-24;1.5; 2  8 2 23
['Steelworker'];1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;131;100;70;Dhelmise;781;86;90;40;ghost;grass;7;0;true;1990-12- 1;1.5;12  7 2 22
['Bulletproof', 'Soundproof', 'Overcoat'];1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;55;65;45;Jangmo-o;782;45;45;45;dragon;;7;0;true;1993-11-29;1.5; 7 30 2 22
['Bulletproof', 'Soundproof', 'Overcoat'];0.5;0.5;2;0.5;4;1;0.5;2;1;0.5;1;2;1;1;2;0.5;1;0.5;75;90;55;Hakamo-o;783;65;70;65;dragon;fighting;7;0;false;1992- 3- 1;0.5; 9 12 2 22
['Bulletproof', 'Soundproof', 'Overcoat'];0.5;0.5;2;0.5;4;1;0.5;2;1;0.5;1;2;1;1;2;0.5;1;0.5;110;125;75;Kommo-o;784;100;1 5;85;dragon;fighting;7;0;false;1994- 5-27;0.5; 3 12 2 22
['Electric Surge', 'Telepathy'];0.5;0.5;0;0.5;1;0.5;1;0.5;1;1;2;1;1;2;1;1;1;1;115;85;70;Tapu Koko;785;95;75;130;electric;fairy;7;1;true;1991-11- 4;0.5; 4  2 2 22
['Psychic Surge', 'Telepathy'];1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1;85;75;70;Tapu Lele;786;130;115;95;psychic;fairy;7;1;false;1994- 3-17;1.5; 5  2 2 22
['Grassy Surge', 'Telepathy'];1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;130;115;70;Tapu Bulu;787;85;95;75;grass;fairy;7;1;false;1990-10-14;1.5;12 23 2 22
['Misty Surge', 'Telepathy'];0.5;0.5;0;2;1;0.5;0.5;1;1;2;1;0.5;1;2;1;1;1;0.5;75;115;70;Tapu Fini;788;95;130;85;water;fairy;7;1;false;1993- 9- 7;0.5; 1 10 2 23
['Unaware'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;29;31;43;Cosmog;789;29;31;37;psychic;;7;1;false;1993- 2-13;2.5;12 27 2 22
['Sturdy'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;29;131;43;Cosmoem;790;29;131;37;psychic;;7;1;false;1994- 8- 3;2.5; 1 29 2 23
['Full Metal Body'];1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;137;1 7;137;Solgaleo;791;113;89;97;psychic;steel;7;1;false;1995- 3-21;1.5; 6 25 2 22
['Shadow Shield'];1;4;1;1;1;0;1;1;4;1;1;1;0;0.5;0.5;1;1;1;113;89;137;Lunala;792;137;1 7;97;psychic;ghost;7;1;true;1992- 3-24;1.5; 8  3 2 22
['Beast Boost'];0.5;1;1;1;0.5;1;0.5;0.5;1;1;4;1;0.5;0.25;2;1;2;2;53;47;1 9;Nihilego;793;127;131;1 3;rock;poison;7;1;true;1990-10-18;0.5; 3 17 2 22
['Beast Boost'];0.5;0.5;1;1;2;0.5;2;4;1;0.5;0.5;1;1;1;2;1;1;1;139;139;1 7;Buzzwole;794;53;53;79;bug;fighting;7;1;false;1992- 2- 4;0.5;11 19 2 22
['Beast Boost'];0.5;0.5;1;1;2;0.5;2;4;1;0.5;0.5;1;1;1;2;1;1;1;137;37;71;Pheromosa;795;137;37;151;bug;fighting;7;1;true;1993- 1-24;0.5;10 16 2 22
['Beast Boost'];1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;89;71;83;Xurkitree;796;173;71;83;electric;;7;1;false;1994-10-10;1.5; 8 28 2 22
['Beast Boost'];0.25;1;0.5;2;0.5;1;2;0.5;1;0.25;0;1;0.5;0;0.5;1;0.5;1;1 1;1 3;97;Celesteela;797;1 7;1 1;61;steel;flying;7;1;true;1990- 3-23;0.25; 1  9 2 23
['Beast Boost'];1;1;0.5;0.5;0.5;2;4;1;1;0.25;1;1;0.5;0;0.5;0.5;0.5;0.5;181;131;59;Kartana;798;59;31;1 9;grass;steel;7;1;true;1994- 7-22;1.5; 8 27 2 22
['Beast Boost'];2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5;1 1;53;223;Guzzlord;799;97;53;43;dark;dragon;7;1;true;1990- 9-30;2.5; 2  7 2 23
['Prism Armor'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;1 7;1 1;97;Necrozma;800;127;89;79;psychic;;7;1;true;1995- 5- 3;2.5;10 27 2 22
['Soul-Heart'];0.25;0.5;0;1;0.5;1;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;1;1;95;115;80;Magearna;8 1;130;115;65;steel;fairy;7;1;false;1993- 5-13;0.25; 3  7 2 23
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5; 9  4 2 22
